"","Region.Label","Area","Nc","n","ER_var","Effort","k","Covered_area","df_var","group_var","group_mean","ER_var_Nhat","rate_SE","rate","rate_df","rate_CV","p_var","p_average","ER","ER_CV","ER_df","Abundance","df_CV","group_CV","Abundance_CV","Abundance_se","df","bigC","LCI","UCI"
"1","Chouhani_Inside",1,471.665485931712,95,2.39339206206999e-12,27725369,16,194.852454330755,0.0343339475874815,0,1,1.19447685941021,0,1,1,0,0.00023770951304071,0.201413931766367,3.42646476589725e-06,0.451503012978014,15,2.42062891920816,0.0765479654935345,0,0.457946024930257,1.1085173913826,15.8739453197181,2.52332373557527,0.959301767379564,6.10803040685787
"2","Gajaimata_Inside",1,1275.97926194158,257,5.39644332196156e-12,26034014,15,182.965699175409,0.284980526085176,0,1,2.69321803700932,0,1,1,0,0.00023770951304071,0.201413931766367,9.87170092172494e-06,0.235321615274255,14,6.97387142886435,0.0765479660390873,0,0.247458791963442,1.72574579909513,17.109113075831,1.67214062435547,4.17062496257002,11.661293725236
"3","Gajaimata_PPC_Inside",1,84.4032974825169,17,4.84973362714099e-13,12888401,8,90.5790132946094,0.00508781098763412,0,1,0.242037010305504,0,1,1,0,0.00023770951304071,0.201413931766367,1.31901544652436e-06,0.527969775467684,7,0.931819572906961,0.0765479660990449,0,0.533490088868854,0.497116506759872,7.29729645643529,3.23389517859772,0.288141551115771,3.01340682414681
"4","Kanoi_Inside",1,292.929091262853,59,1.39947719792126e-13,44410744,36,312.116403826937,0.0051613002665141,0,1,0.0698440992882471,0,1,1,0,0.00023770951304071,0.201413931766367,1.32850735398623e-06,0.281591117027009,35,0.938525138926299,0.0765479655661799,0,0.291810123574971,0.2738711367683,40.3339539655409,1.78178197443594,0.526733995736717,1.67224717509387
"5","Miajlar_Inside",1,119.157596445906,24,7.32882341768282e-14,30513462,23,214.447027227238,0.00180913391933914,0,1,0.0365761636710474,0,1,1,0,0.00023770951304071,0.201413931766367,7.86538086042154e-07,0.344189305408085,22,0.555650493208476,0.0765479657638408,0,0.352598736554575,0.195921661871235,24.2250820440717,2.02621289661854,0.274231051502918,1.12586619535147
"6","Miajlar_Outside",1,188.666194372685,38,3.58007303867978e-13,29913682,24,210.231804517001,0.00471909426900921,0,1,0.17867170479386,0,1,1,0,0.00023770951304071,0.201413931766367,1.27032172101047e-06,0.471012268524789,23,0.897419849513911,0.0765479659917177,0,0.477191940625926,0.428241519545769,24.2294885300589,2.5455551670088,0.352543862001012,2.28443173490639
"7","Ramdeora_Inside",1,54.6138983710403,11,3.81028347100204e-14,39751762,26,279.373320141276,0.000223925631380194,0,1,0.0190160881120698,0,1,1,0,0.00023770951304071,0.201413931766367,2.76717293688768e-07,0.705411185372475,25,0.195487165143123,0.0765479659428332,0,0.709552345876318,0.138708376616014,25.5919008417123,3.71961323125835,0.0525557774395242,0.727136646007546
"8","Rasla_Inside",1,114.192696593993,23,1.65299219821111e-13,26439761,17,185.817268032341,0.00221295113891729,0,1,0.0824963431959039,0,1,1,0,0.00023770951304071,0.201413931766367,8.69901963183404e-07,0.467374583285412,16,0.614542974413542,0.0765479658417875,0,0.473601723155362,0.291048611635275,16.8691522969991,2.58485359297481,0.237747691429706,1.58850361545027
"9","Rasla_Outside",1,556.068783414229,112,2.4590751717776e-12,28517998,19,200.423009803749,0.0451054668452311,0,1,1.22725751237686,0,1,1,0,0.00023770951304071,0.201413931766367,3.92734440895886e-06,0.399288602846948,18,2.77447576482722,0.0765479660347858,0,0.406559933426218,1.12799068224081,19.3455940268087,2.26511180952609,1.22487364780801,6.28449782015407
"10","RKVY_Inside",1,2338.46783025091,454,3.10199238614708e-12,62560015,36,439.668538432034,0.165759844492191,7.9564703850726e-05,1.0374449339207,1.66832039156757,0,1,1,0,0.00023770951304071,0.201413931766367,7.2570315080647e-06,0.242695293932865,35,5.31870631132821,0.0765479659885012,0.00859795506461371,0.254626239074903,1.35428218479745,42.3496910739266,1.65811971694948,3.20767328013762,8.81905180347696
"11","Sudasri_Inside",1,2328.53803054708,467,2.69178161200052e-12,75364428,55,529.657288421786,0.113251528844117,8.66243331013686e-06,1.00416666666667,1.35509223673162,0,1,1,0,0.00023770951304071,0.201413931766367,6.19655734665697e-06,0.264770403791081,54,4.3963107493251,0.0765479658052854,0.00293098874798008,0.275629367970214,1.21175235323714,63.3258314620724,1.71720032610417,2.5601618416292,7.54934625239633
"12","Sudasri_Outside",1,491.525085339363,99,8.34566878612639e-13,46576261,32,327.33554490834,0.0132121151343108,0,1,0.416509622443903,0,1,1,0,0.00023770951304071,0.201413931766367,2.12554631639496e-06,0.429793654863655,31,1.50159398508646,0.0765479659180134,0,0.436557186227926,0.655531644986124,32.99389235725,2.33905689512218,0.64196556664263,3.51231376449048
"13","Total",12,8316.20725195387,1656,1.81368701076515e-11,450695897,307,3167.46737211147,4.43745157984458,8.82271371608629e-05,1.00346763338228,9.18351606890611,0,1,1,0,0.00023770951304071,0.201413931766367,3.67431789599806e-06,1.15905606354676,102.051429073497,27.5190323527518,0.0765479659106409,0.00936047148566377,0.134112982853297,3.69065951406394,205.455138164131,1.30113457748297,21.1500276981242,35.8059645330378
