"","Region.Label","Area","Nc","n","ER_var","Effort","k","Covered_area","df_var","group_var","group_mean","ER_var_Nhat","rate_SE","rate","rate_df","rate_CV","p_var","p_average","ER","ER_CV","ER_df","Abundance","df_CV","group_CV","Abundance_CV","Abundance_se","df","bigC","LCI","UCI"
"1","Chouhani_Inside",1,1876.89573473241,325,4.83669722840958e-12,27725369,16,613.343594980529,0.0257333229390689,0,1,0.329616903953299,0,1,1,0,8.2396817554844e-05,0.173158260198368,1.17221163043853e-05,0.187615374637673,15,3.06010489078636,0.0524217629354433,0,0.194801360441077,0.596112595817576,17.4294613420137,1.50141968402775,2.03814091645398,4.59450171821621
"2","Gajaimata_Inside",1,1120.36237704027,194,2.42816073173223e-11,26034014,15,575.927257759254,0.0103993216067862,0,1,1.65477139646745,0,1,1,0,8.2396817554844e-05,0.173158260198368,7.45178980083517e-06,0.66126893328964,14,1.94531924291834,0.0524217629021391,0,0.663343533442353,1.29041494027085,14.1764973625382,3.64611934395548,0.533531423249565,7.09286612177339
"3","Gajaimata_PPC_Inside",1,358.053955548951,62,6.87747262475573e-12,12888401,8,285.118593115592,0.00433380250388475,0,1,0.468694054339427,0,1,1,0,8.2396817554844e-05,0.173158260198368,4.81052692261825e-06,0.545157241870448,7,1.25580710691775,0.0524217628706666,0,0.547671853929214,0.687770206423128,7.13003926189298,3.34221642538178,0.37574081001481,4.19717913985169
"4","Kanoi_Inside",1,687.232592102019,116,7.3805458871717e-13,44410744,36,982.459255302245,0.00134462643210898,0.000219071498733392,1.02586206896552,0.0530349161960832,0,1,1,0,8.2396817554844e-05,0.173158260198368,2.61198056037971e-06,0.328907897804472,35,0.699502384850146,0.0524217629944437,0.0144279280381909,0.33337158184386,0.233194216541046,36.9368252931744,1.93053502719219,0.362336023432591,1.35041385555768
"5","Miajlar_Inside",1,2061.69777630606,322,6.64460748564627e-12,30513462,23,675.022088195896,0.0256352337922997,0.000301809680287853,1.10869565217391,0.558905059145434,0,1,1,0,8.2396817554844e-05,0.173158260198368,1.05527193210656e-05,0.244270082192371,22,3.05426713045239,0.0524217630296583,0.0156694675094478,0.250322684759961,0.764552348068943,24.259959209789,1.66283259371763,1.83678570049189,5.07873493443665
"6","Miajlar_Outside",1,2564.12832683442,434,9.81733468562628e-12,29913682,24,661.753690527413,0.0412581750547521,5.19874482681976e-05,1.02304147465438,0.70097566059034,0,1,1,0,8.2396817554844e-05,0.173158260198368,1.45084112346986e-05,0.215961801444364,23,3.87474730181078,0.0524217629927764,0.00704783957544567,0.222344806462951,0.86152993891396,25.8368355916823,1.57093797384716,2.46651832619571,6.0869876754764
"7","Ramdeora_Inside",1,0,0,0,39751762,26,879.39275440808,0,0,NA,0,0,1,1,0,8.2396817554844e-05,0.173158260198368,0,NA,25,0,NA,0,0,0,1,1,0,0
"8","Rasla_Inside",1,0,0,0,26439761,17,584.903236532794,0,0,NA,0,0,1,1,0,8.2396817554844e-05,0.173158260198368,0,NA,16,0,NA,0,0,0,1,1,0,0
"9","Rasla_Outside",1,675.682464503666,113,2.20839195084303e-12,28517998,19,630.878218968611,0.00315222691482053,0.000304867816027656,1.0353982300885,0.161669739510498,0,1,1,0,8.2396817554844e-05,0.173158260198368,3.96240998403885e-06,0.375040931362336,18,1.07101884989516,0.0524217629185932,0.0168635254175008,0.379062158377921,0.405982716904697,18.7841539465887,2.15438949796691,0.497133341443538,2.30739176233872
"10","RKVY_Inside",1,433.129784938247,75,9.67799771979155e-14,62560015,36,1383.95938038321,0.000269161325262577,0,1,0.00659547516459645,0,1,1,0,8.2396817554844e-05,0.173158260198368,1.19884881741157e-06,0.259494608225876,35,0.312964232243808,0.0524217630222833,0,0.264736648268927,0.0828531018722837,37.9093391946211,1.69371265167445,0.184780004999315,0.530071479672919
"11","Sudasri_Inside",1,155.926722577769,27,2.96940376391755e-14,75364428,55,1667.21998192959,2.40369041224463e-05,0,1,0.00202362403315375,0,1,1,0,8.2396817554844e-05,0.173158260198368,3.58259204196441e-07,0.480991354712303,54,0.093524984265906,0.0524217628954599,0,0.483839564869436,0.0452510876916368,55.289381428725,2.50680561637571,0.0373084309588881,0.234448955829223
"12","Sudasri_Outside",1,1045.28654765097,181,7.71112252005861e-13,46576261,32,1030.36505528534,0.00282821046632426,0,1,0.0525506603170623,0,1,1,0,8.2396817554844e-05,0.173158260198368,3.88609983098472e-06,0.225966910946581,31,1.01448175313118,0.0524217629843715,0,0.231967855698003,0.23532715691859,34.4186482362847,1.59208397872207,0.637203669335005,1.61514014586602
"13","Total",12,10978.3962822348,1849,5.63017521481633e-11,450695897,307,9970.34310738855,0.737468016126684,0.000877736443317099,NA,3.98883748971734,0,1,1,0,8.2396817554844e-05,0.173158260198368,4.10254455899784e-06,1.82897449183167,58.62473273085,16.3817378772718,0.0524217629635279,NA,0.132709166899705,2.17400678606209,81.9167981375659,1.30063601513201,12.5951747350384,21.306678273632
